Datetime,Open,High,Low,Close,Volume
2025-07-17 17:13:50.422618,1851.8709527078868,1379.9226527278481,1866.0683921428326,1793.4366826922587,1249
2025-07-17 18:13:50.422618,1808.0126925058823,2764.9881372679574,2940.567502373635,2820.117968710835,8029
2025-07-17 19:13:50.422618,1170.5875089766168,1715.1619801232382,1205.4276060626366,1697.1664211810664,3418
2025-07-17 20:13:50.422618,2633.628705500388,1465.1350840699542,1854.7977267914403,1672.3681640599139,4592
2025-07-17 21:13:50.422618,2360.6337516665644,1041.43895554303,1645.6594803903286,2707.40078805106,9953
2025-07-17 22:13:50.422618,1587.9278997807494,2210.5719582800575,2549.85413159126,1086.0746385867187,2878
2025-07-17 23:13:50.422618,2887.354980120282,1369.1224598133447,1549.4568968384126,1836.2005076714142,7832
2025-07-18 00:13:50.422618,1054.0114214805665,1048.9769808785202,1019.3491307679909,1145.2236832663993,2396
2025-07-18 01:13:50.422618,1451.2121656130084,1123.518179701881,2625.2292053869196,1192.8273333631605,2972
2025-07-18 02:13:50.422618,2039.9842488615222,2096.0899490621414,2362.5305350139997,2014.039009070927,1652
2025-07-18 03:13:50.422618,1430.6313784254871,2233.8799507352187,2281.737262946257,2021.789611137374,8110
2025-07-18 04:13:50.422618,1473.9886383448065,1971.13972353941,2141.0777149413834,2652.3570991495717,7558
2025-07-18 05:13:50.422618,1677.2272811852863,1760.2412754823627,1659.0297334312945,2054.268625019972,6068
2025-07-18 06:13:50.422618,2854.3422233134543,1939.095577188076,2687.6034329214776,1273.2790611073797,6625
2025-07-18 07:13:50.422618,1195.978612242774,2418.9526959937607,1179.4696674309744,2486.3295947199804,6912
2025-07-18 08:13:50.422618,2450.1917350439676,1792.002080557395,1386.3130254683429,1956.4501762929085,1680
2025-07-18 09:13:50.422618,1277.4525936445216,2695.3737422258473,1883.3547190197842,1097.9696114258568,3233
2025-07-18 10:13:50.422618,1494.37660245173,2466.9475078237565,2023.1410416124459,2022.190605517769,1754
2025-07-18 11:13:50.422618,1612.152967524576,1797.8126677626256,2185.3771597018076,2228.2138630653826,9066
2025-07-18 12:13:50.422618,1756.2117887002505,2425.774138576192,2682.3990116060595,2872.633659958301,1648
2025-07-18 13:13:50.422618,1709.5888300548672,2436.056721025505,2893.714993666804,2850.6428505342283,4796
2025-07-18 14:13:50.422618,1408.4381541896553,2031.167775232813,1397.3468723393573,1194.2973756301149,3596
2025-07-18 15:13:50.422618,1645.98268631548,1635.212677157027,1780.63021002426,2072.2559682310143,6956
2025-07-18 16:13:50.422618,2225.8002403957407,1104.1051309822553,2890.8286911137748,2336.951337380974,3122
2025-07-18 17:13:50.422618,1495.6609499205167,2294.9572745101004,1026.7287037915046,2762.7292321763016,9146
2025-07-18 18:13:50.422618,2781.449344394872,2525.0108093613435,2044.1493918698459,1980.6812366366355,6362
2025-07-18 19:13:50.422618,1383.0134028997334,2563.094611172487,1544.7999396145283,2466.258529605333,4551
2025-07-18 20:13:50.422618,2804.5202544691665,1504.1896411473797,1673.1481558438466,1689.736344025791,6437
2025-07-18 21:13:50.422618,1918.1318636207957,1335.4613840805607,1905.5677303947741,2945.8393908014477,1668
2025-07-18 22:13:50.422618,1807.8325282958008,1378.1413707643237,2154.798299442761,2774.4895208495077,7207
2025-07-18 23:13:50.422618,1463.4091405545294,1779.638183007933,2123.442043647893,1386.466700156947,1427
2025-07-19 00:13:50.422618,1347.8372390137156,2782.7153101598224,1178.7126944201855,1449.6806154381768,6149
2025-07-19 01:13:50.422618,1984.6530314063473,1196.2104574576535,1425.8259818954702,2203.4727016790175,3279
2025-07-19 02:13:50.422618,2536.8045291439075,2502.4520579771606,2080.510444551045,1223.4425225288094,3921
2025-07-19 03:13:50.422618,2414.4402817451364,1733.857765031887,2701.9788840610513,2553.860274199543,6273
2025-07-19 04:13:50.422618,2894.2304017148813,2028.3470192600232,1448.4336855853903,2334.0194212583187,8107
2025-07-19 05:13:50.422618,2152.650165095667,1274.054850880363,1465.5393569449307,2152.0815693111285,4920
2025-07-19 06:13:50.422618,1323.474911182565,1130.041062124806,2851.279914077807,2228.9368385927037,4025
2025-07-19 07:13:50.422618,1810.5938770218518,2428.386402315439,2216.568293627034,1981.4774600314372,5532
2025-07-19 08:13:50.422618,2681.8475248520826,2358.41367130305,2919.535548712397,1273.45631025749,6523
2025-07-19 09:13:50.422618,2428.073928435312,1980.7084865543197,2434.3580518891913,1099.206482165276,9542
2025-07-19 10:13:50.422618,2097.1850045988194,1140.1528454876236,1795.3711774570515,1092.5410456292566,1581
2025-07-19 11:13:50.422618,2186.668627931117,1753.5384889051882,2501.999398782953,2664.79994025816,6153
2025-07-19 12:13:50.422618,1975.09416004708,2223.3988699674237,1364.4723746452007,2623.304178047418,4800
2025-07-19 13:13:50.422618,1604.960663589204,1902.161652415799,2320.228804586034,1192.5804796789598,6577
2025-07-19 14:13:50.422618,2416.377776616826,1944.1075266880543,2231.5526987979806,2976.251426224327,4142
2025-07-19 15:13:50.422618,1140.3175565612648,2891.1548007145716,2645.893749153297,2844.189922142994,2952
2025-07-19 16:13:50.422618,2156.2307233578827,1758.7473722907228,1786.9914346484616,1851.9971455808397,2225
2025-07-19 17:13:50.422618,1844.6542292984718,2827.73993464063,1599.911179487979,1612.5801250148475,3321
2025-07-19 18:13:50.422618,2697.0061469996463,2879.596004674102,1411.2559387338467,1836.9168989014506,8182
2025-07-19 19:13:50.422618,1697.6777564436034,1888.1618857249914,1101.8899030649116,2612.870494582263,3955
2025-07-19 20:13:50.422618,2465.2722172167587,1266.6531764782203,1379.4278605736451,2240.403967453712,6625
2025-07-19 21:13:50.422618,2372.101523140267,2944.777238184205,1947.6569935344517,2553.470159975146,9256
2025-07-19 22:13:50.422618,2241.119116756813,1884.0306118433434,1824.2582993004116,2189.42607864808,8510
2025-07-19 23:13:50.422618,1739.5637285369376,1677.643931662073,1357.0521017511714,1359.5945088895935,5847
2025-07-20 00:13:50.422618,1457.8042564722662,1340.1520504813552,2707.8234665557648,2340.5735253087105,9892
2025-07-20 01:13:50.422618,2957.439340081886,1222.406661215115,1422.0197034459316,1746.3270759173806,4042
2025-07-20 02:13:50.422618,1716.8713485699038,2558.7687804748834,1358.0108348914653,1754.339953687587,7334
2025-07-20 03:13:50.422618,1144.8276376942622,1825.113460180824,2283.5435591357436,2559.206254530978,5951
2025-07-20 04:13:50.422618,2991.4800074980776,2861.781546033976,2303.4375512528677,2727.9326464721225,6133
2025-07-20 05:13:50.422618,2327.887320516624,2222.813760066066,1788.5186422680376,1909.0229067666005,9230
2025-07-20 06:13:50.422618,2058.028798321393,1020.4333644400148,2033.5884533416595,1396.6594970614046,9885
2025-07-20 07:13:50.422618,2278.262691147638,1654.4248305522133,2289.513382077979,2020.4296752013497,7863
2025-07-20 08:13:50.422618,1453.4656134870897,2274.597839786164,2913.662932551055,2196.2160523134644,5313
2025-07-20 09:13:50.422618,1240.3216808938,1788.7287654628508,1474.5155990891558,1962.0063225815702,8009
2025-07-20 10:13:50.422618,1240.4781457754466,2720.5126703457254,1976.0316666536555,1410.8821754645492,6060
2025-07-20 11:13:50.422618,1820.8886180153643,1455.392637182073,2589.2242267694483,2016.2888202684537,2873
2025-07-20 12:13:50.422618,1298.644494559242,2513.047012506457,2143.8447078629843,2068.4446937371254,9914
2025-07-20 13:13:50.422618,1983.4366267178075,1821.7829998191542,1092.9740871630038,2570.5648392125313,1963
2025-07-20 14:13:50.422618,1491.5158502767963,2328.0803886108824,1232.850589555218,2556.777311387574,1297
2025-07-20 15:13:50.422618,2579.866401469264,2492.827905608729,2627.2230729334706,1468.4859837767267,5838
2025-07-20 16:13:50.422618,1529.5957028441385,1161.4404567858335,2156.3215977195478,2910.536967255922,2456
2025-07-20 17:13:50.422618,1010.0209342669801,1009.4218286174355,2574.5104021035604,1055.7208997368732,3829
2025-07-20 18:13:50.422618,1417.734827943652,2289.6617517012082,1754.351767203013,2716.3451443640843,5740
2025-07-20 19:13:50.422618,2276.5193022646217,2961.965410083377,1778.4000786250808,2739.1215668339446,7369
2025-07-20 20:13:50.422618,2264.460303853493,2081.0433951401496,1887.5198805865834,2679.5754857631314,9062
2025-07-20 21:13:50.422618,2914.6649353675093,1713.5063651544206,1372.3721594708136,1887.7124185148953,3698
2025-07-20 22:13:50.422618,2668.7045236850236,2404.68923765184,2097.8004128894904,1172.4568779153333,7496
2025-07-20 23:13:50.422618,2479.2518875179735,2970.8072375697807,2473.3863271568143,2614.6669797100362,2272
2025-07-21 00:13:50.422618,2863.285772653815,2847.7870725632392,1529.0423073419724,1587.1380951934343,2254
2025-07-21 01:13:50.422618,2878.840182858187,2696.8736706387863,2771.1506956979474,2416.931185007833,7587
2025-07-21 02:13:50.422618,2080.102891826209,1001.2617841882185,2829.316824360636,2218.9307790314074,8325
2025-07-21 03:13:50.422618,2244.004431282623,2682.452026748919,1533.7222055110324,1380.995265440927,2603
2025-07-21 04:13:50.422618,2598.6889792464103,2677.38403959242,1368.560386935324,2415.5254193745695,3584
2025-07-21 05:13:50.422618,2086.9857587327992,2210.1283071175167,2693.3120147885784,1810.137537489295,8990
2025-07-21 06:13:50.422618,1979.0609618181254,1937.5091578283887,1601.7102248030253,2281.654106290516,7606
2025-07-21 07:13:50.422618,2667.1501823171207,2516.285073267367,1289.5964190630275,1031.9313140537047,2853
2025-07-21 08:13:50.422618,2970.927160771915,1974.581946659775,2113.3099787008878,2426.2263571694093,2778
2025-07-21 09:13:50.422618,1628.152692393035,2766.1685842502366,2710.8409692933237,2512.6216434496237,1792
2025-07-21 10:13:50.422618,2154.0739852214583,1372.8636789049183,1154.2647901487092,1197.130936797672,5761
2025-07-21 11:13:50.422618,2430.5145526975866,1581.7759179868456,1146.24995187505,1694.8985980013279,4240
2025-07-21 12:13:50.422618,1017.4101543850604,2044.4512209353359,2216.90241103056,2271.003966912316,7803
2025-07-21 13:13:50.422618,2596.7034348045627,2143.499606118012,1858.9394624535717,1937.3630076578033,1703
2025-07-21 14:13:50.422618,1602.4272145545465,1964.9726171542284,1681.0947277276866,2763.072265192144,2786
2025-07-21 15:13:50.422618,2193.06489721108,1746.6886216545054,1195.0550844884247,1798.1777967706005,3030
2025-07-21 16:13:50.422618,1719.5752755289514,2552.0542661050113,1893.8817896141263,1595.16911966496,9797
2025-07-21 17:13:50.422618,1230.5094977950614,1128.2345929695848,1062.754385822616,1735.1760001590035,4665
2025-07-21 18:13:50.422618,2132.870996668804,1675.252750808192,2354.470000672445,2179.6386164497044,6097
2025-07-21 19:13:50.422618,1836.1639394363951,2280.949082112603,2065.478633880174,2626.1761742280914,6434
2025-07-21 20:13:50.422618,2062.540463980634,2153.3330412172645,2942.7243746106956,1533.8103961925917,2422
2025-07-21 21:13:50.422618,1977.8754309563453,2629.2680406147338,1059.7236149292514,2087.6210947866393,2306
2025-07-21 22:13:50.422618,2224.3566410312424,2825.4543676481203,1358.5733283593727,2419.2847740900165,3004
2025-07-21 23:13:50.422618,1564.220763828785,2669.0115733615075,2822.87218964315,1642.9697043321735,2982
2025-07-22 00:13:50.422618,1926.422465319431,1965.5317147818478,1184.7378353082972,1377.8001811291383,4319
2025-07-22 01:13:50.422618,1595.2149545943867,1864.706728037092,2126.818117479541,2268.3084837614706,9147
2025-07-22 02:13:50.422618,2997.877316565512,1888.0361970624813,1508.745258955039,1550.2183216636834,5421
2025-07-22 03:13:50.422618,1025.9599430247515,1327.531989462086,2235.7721051503395,1796.0160266432044,7392
2025-07-22 04:13:50.422618,2380.232170912595,2014.979713958249,2341.742085633864,1745.5443542596472,8472
2025-07-22 05:13:50.422618,1880.2124427446545,1970.0306212756923,2995.0301352035954,2124.626886002263,1000
2025-07-22 06:13:50.422618,1756.03218134809,2629.9786085309415,1734.894752665499,2250.936972106213,6714
2025-07-22 07:13:50.422618,1376.7166947184653,1375.9903632694623,2941.961365798201,2944.3155921748835,4541
2025-07-22 08:13:50.422618,2638.4947273062335,2518.3001373700645,1966.9945426912782,1730.3730466696315,6142
2025-07-22 09:13:50.422618,2084.122957115617,2295.288511675603,2035.4649262175617,1384.9698824318139,9831
2025-07-22 10:13:50.422618,2863.370778165932,1732.881750557453,2878.2672817882035,1316.097288627355,7081
2025-07-22 11:13:50.422618,2839.4066420980907,1593.3907804981677,2234.605333762741,1818.8963997578478,1200
2025-07-22 12:13:50.422618,2364.174642315441,1171.1398774478666,1650.3155231472495,1560.5591589179326,7357
2025-07-22 13:13:50.422618,2684.27969030018,2103.400907826318,1139.2325635786276,1145.3489559401037,9631
2025-07-22 14:13:50.422618,2264.7533441223213,1639.8090510912002,2141.1777349610356,2650.014608116526,4806
2025-07-22 15:13:50.422618,2374.777784609227,1054.6737705969088,1226.2996169312105,1669.8429234484129,2755
2025-07-22 16:13:50.422618,2904.9218972982226,1652.5608646061264,1659.53924769297,2490.501472230373,5711
2025-07-22 17:13:50.422618,2958.46322019309,2927.7533052229182,1259.1353482446593,2544.702880164524,3223
